"object-group",object,description
ltmSpdyProfileStatGroup,ltmSpdyProfileStatHeadersFramesSent,"The total number of HEADERS frames sent."
ltmSpdyProfileStatGroup,ltmSpdyProfileStatHttpRequestBytes,"The total number of HTTP request bytes."
ltmSpdyProfileStatGroup,ltmSpdyProfileStatHttpResponseBytes,"The total number of HTTP response bytes."
ltmSpdyProfileStatGroup,ltmSpdyProfileStatNoopFramesReceived,"The total number of NOOP frames received."
ltmSpdyProfileStatGroup,ltmSpdyProfileStatNoopFramesSent,"The total number of NOOP frames sent."
ltmSpdyProfileStatGroup,ltmSpdyProfileStatPingFramesReceived,"The total number of PING frames received."
ltmSpdyProfileStatGroup,ltmSpdyProfileStatPingFramesSent,"The total number of PING frames sent."
ltmSpdyProfileStatGroup,ltmSpdyProfileStatRstStreamFramesReceived,"The total number of RST_STREAM frames received."
ltmSpdyProfileStatGroup,ltmSpdyProfileStatRstStreamFramesSent,"The total number of RST_STREAM frames sent."
ltmSpdyProfileStatGroup,ltmSpdyProfileStatSettingsFramesReceived,"The total number of SETTINGS frames received."
ltmSpdyProfileStatGroup,ltmSpdyProfileStatSettingsFramesSent,"The total number of SETTINGS frames sent."
ltmSpdyProfileStatGroup,ltmSpdyProfileStatSpdyRequestBytes,"The total number of SPDY request bytes."
ltmSpdyProfileStatGroup,ltmSpdyProfileStatSpdyRequestFrames,"The total number of SPDY request frames."
ltmSpdyProfileStatGroup,ltmSpdyProfileStatSpdyResponseBytes,"The total number of SPDY response bytes."
ltmSpdyProfileStatGroup,ltmSpdyProfileStatSpdyResponseFrames,"The total number of SPDY response frames."
ltmSpdyProfileStatGroup,ltmSpdyProfileStatSynReplyFramesReceived,"The total number of SYN_REPLY frames received."
ltmSpdyProfileStatGroup,ltmSpdyProfileStatSynReplyFramesSent,"The total number of SYN_REPLY frames sent."
ltmSpdyProfileStatGroup,ltmSpdyProfileStatSynStreamFramesReceived,"The total number of SYN_STREAM frames received."
ltmSpdyProfileStatGroup,ltmSpdyProfileStatSynStreamFramesSent,"The total number of SYN_STREAM frames sent."
ltmSpdyProfileStatGroup,ltmSpdyProfileStatV2StreamsCreated,"The total number of SPDYv2 streams created."
ltmSpdyProfileStatGroup,ltmSpdyProfileStatV2StreamsCurrent,"The total number of SPDYv2 streams currently active."
ltmSpdyProfileStatGroup,ltmSpdyProfileStatV2StreamsMax,"The maximum number of SPDYv2 streams open simultaneously."
ltmSpdyProfileStatGroup,ltmSpdyProfileStatV3StreamsCreated,"The total number of SPDYv3 streams created."
ltmSpdyProfileStatGroup,ltmSpdyProfileStatV3StreamsCurrent,"The total number of SPDYv3 streams currently active."
ltmSpdyProfileStatGroup,ltmSpdyProfileStatV3StreamsMax,"The maximum number of SPDYv3 streams open simultaneously."
ltmSpdyProfileStatGroup,ltmSpdyProfileStatWindowUpdateFramesReceived,"The total number of WINDOW_UPDATE frames received."
ltmSpdyProfileStatGroup,ltmSpdyProfileStatWindowUpdateFramesSent,"The total number of WINDOW_UPDATE frames sent."
ltmFtpProfileStatGroup,ltmFtpProfileStatResetStats,"The action to reset resettable statistics data in ltmFtpProfileStat. Setting this value to 1 will reset statistics data. Note, some statistics data may not be reset including data that are incremental counters."
ltmFtpProfileStatGroup,ltmFtpProfileStatNumber,"The number of ltmFtpProfileStat entries in the table."
ltmFtpProfileStatGroup,ltmFtpProfileStatName,"The name of the FTP profile."
ltmFtpProfileStatGroup,ltmFtpProfileStatLoginRequests,"The total number of login requests received."
ltmFtpProfileStatGroup,ltmFtpProfileStatDownloadRequests,"The total number of download requests received."
ltmFtpProfileStatGroup,ltmFtpProfileStatUploadRequests,"The total number of upload requests received."
ltmDosApplicationHeavyUrlInclGroup,ltmDosApplicationHeavyUrlInclNumber,"The number of ltmDosApplicationHeavyUrlIncl entries in the table."
ltmDosApplicationHeavyUrlInclGroup,ltmDosApplicationHeavyUrlInclProfileName,"The name of a DoS profile."
ltmDosApplicationHeavyUrlInclGroup,ltmDosApplicationHeavyUrlInclName,"The dummy name of enabled Application Security on this profile."
ltmDosApplicationHeavyUrlInclGroup,ltmDosApplicationHeavyUrlInclIndex,"The index of the included heavy URL for the specified DoS profile with Application Security."
ltmDosApplicationHeavyUrlInclGroup,ltmDosApplicationHeavyUrlInclUrl,"The included heavy URL for the specified DoS profile with Application Security."
ltmDosApplicationHeavyUrlExclGroup,ltmDosApplicationHeavyUrlExclNumber,"The number of ltmDosApplicationHeavyUrlExcl entries in the table."
ltmDosApplicationHeavyUrlExclGroup,ltmDosApplicationHeavyUrlExclProfileName,"The name of a DoS profile."
ltmDosApplicationHeavyUrlExclGroup,ltmDosApplicationHeavyUrlExclName,"The dummy name of enabled Application Security on this profile."
ltmDosApplicationHeavyUrlExclGroup,ltmDosApplicationHeavyUrlExclIndex,"The index of the excluded heavy URL for the specified DoS profile with Application Security."
ltmDosApplicationHeavyUrlExclGroup,ltmDosApplicationHeavyUrlExclUrl,"The excluded heavy URL for the specified DoS profile with Application Security."
ltmV6rdProfileGroup,ltmV6rdProfileNumber,"The number of ltmV6rdProfile entries in the table."
ltmV6rdProfileGroup,ltmV6rdProfileName,"The name of a V6RD profile."
ltmV6rdProfileGroup,ltmV6rdProfileConfigSource,"The state that specifies whether this is a base/pre-configured profile or user defined profile."
ltmV6rdProfileGroup,ltmV6rdProfileDefaultName,"The name of the profile from which the specified profile derives its attribute default values."
ltmV6rdProfileGroup,ltmV6rdProfileIpv4prefixType,"The IP address type of ltmV6rdProfileIpv4prefix."
ltmV6rdProfileGroup,ltmV6rdProfileIpv4prefix,"IPv4 prefix for Customer Edge routers. It is interpreted within the context of a ltmV6rdProfileIpv4prefixType value."
ltmV6rdProfileGroup,ltmV6rdProfileIpv4prefixlen,"The number of high-order bits of IPv4 addresses that are not embedded in the IPv6 addresses of a given V6RD domain."
ltmV6rdProfileGroup,ltmV6rdProfileV6rdprefixType,"The IP address type of ltmV6rdProfileV6rdprefix."
ltmV6rdProfileGroup,ltmV6rdProfileV6rdprefix,"IPv6 prefix 6RD domain. It is interpreted within the context of a ltmV6rdProfileV6rdprefixType value."
ltmV6rdProfileGroup,ltmV6rdProfileV6rdprefixlen,"The length of the 6rd IPv6 prefix for the given 6rd domain."
ltmPptpProfileGroup,ltmPptpProfileNumber,"The number of ltmPptpProfile entries in the table."
ltmPptpProfileGroup,ltmPptpProfileName,"The name of a PPTP profile."
ltmPptpProfileGroup,ltmPptpProfileDescription,"The description of a PPTP profile."
ltmPptpProfileGroup,ltmPptpProfileConfigSource,"The state that specifies whether this is a base/pre-configured profile or user defined profile."
ltmPptpProfileGroup,ltmPptpProfileDefaultName,"The name of the profile from which the specified profile derives its attribute default values."
ltmPptpProfileGroup,ltmPptpProfileLogServerIp,"State indicate whether the log messages for call establishment/disconnect include the server's ip address."
ltmPptpProfileGroup,ltmPptpProfileLogPublisher,"Specifies the name of the log publisher for PPTP events."
ltmPptpProfileStatGroup,ltmPptpProfileStatResetStats,"The action to reset resettable statistics data in ltmPptpProfileStat. Setting this value to 1 will reset statistics data. Note, some statistics data may not be reset including data that are incremental counters."
ltmPptpProfileStatGroup,ltmPptpProfileStatNumber,"The number of ltmPptpProfileStat entries in the table."
ltmPptpProfileStatGroup,ltmPptpProfileStatName,"The name of the PPTP profile."
ltmPptpProfileStatGroup,ltmPptpProfileStatStartRequests,"Number of PPTP control messages used to establish the control connection between a server and a client."
ltmPptpProfileStatGroup,ltmPptpProfileStatStartReplies,"Number of PPTP control messages sent in reply to a received Start-Control-Connection-Request message."
ltmPptpProfileStatGroup,ltmPptpProfileStatStopRequests,"Number of PPTP control messages sent by one peer of a client-server control connection to inform the other peer that the control connection should be closed."
ltmPptpProfileStatGroup,ltmPptpProfileStatStopReplies,"Number of PPTP control messages sent by one peer of a client-server control connection upon receipt of a Stop-Control-Connection-Request from the other peer."
ltmPptpProfileStatGroup,ltmPptpProfileStatEchoRequests,"Number of PPTP control messages sent by either peer of a client-server control connection."
ltmPptpProfileStatGroup,ltmPptpProfileStatEchoReplies,"Number of PPTP control messages sent by either peer of a client-server control connection in response to the receipt of an Echo-Request."
ltmPptpProfileStatGroup,ltmPptpProfileStatOutgoingCallRequests,"Number of PPTP control messages sent by the server to the client to indicate that an outbound call from the client is to be established."
ltmPptpProfileStatGroup,ltmPptpProfileStatOutgoingCallReplies,"Number of PPTP control messages sent by the client to the server in response to a received Outgoing-Call-Request message."
ltmPptpProfileStatGroup,ltmPptpProfileStatCallClearRequests,"Number of PPTP control messages sent by the server to the client indicating that a particular call is to be disconnected."
ltmPptpProfileStatGroup,ltmPptpProfileStatCallDisconnectNotifies,"Number of PPTP Call-Disconnect-Notify control messages sent by the client to the server. Its purpose is to inform the server of both the disconnection and the reason for it."
ltmPptpProfileStatGroup,ltmPptpProfileStatWanErrorNotifies,"Number of WAN-Error-Notify messages sent by the client to the server to indicate WAN error conditions (conditions that occur on the interface supporting PPP)."
ltmPptpProfileStatGroup,ltmPptpProfileStatSetLinkInfo,"Number of PPTP control messages sent by the server to the client to set PPP-negotiated options."
ltmPptpProfileStatGroup,ltmPptpProfileStatActiveCalls,"Number of active PPTP calls."
ltmPptpProfileStatGroup,ltmPptpProfileStatTotalCalls,"Total number of PPTP calls served."
ltmPptpProfileStatGroup,ltmPptpProfileStatFailedCalls,"Total number of PPTP calls that failed."
ltmPcpProfileGroup,ltmPcpProfileNumber,"The number of ltmPcpProfile entries in the table."
ltmPcpProfileGroup,ltmPcpProfileName,"The name of a PCP profile."
ltmPcpProfileGroup,ltmPcpProfileConfigSource,"The state that specifies whether this is a base/pre-configured profile or user defined profile."
ltmPcpProfileGroup,ltmPcpProfileDefaultName,"The name of the profile from which the specified profile derives its attribute default values."
ltmPcpProfileGroup,ltmPcpProfileListeningPort,"The port which Port Control Protocol listener listens for PCP client-to-server request message."
ltmPcpProfileGroup,ltmPcpProfileMulticastPort,"The port which Port Control Protocol sends server-to-client multicast notifications."
ltmPcpProfileGroup,ltmPcpProfileMinMappingLifetime,"Minimum duration of a mapping."
ltmPcpProfileGroup,ltmPcpProfileMaxMappingLifetime,"Maximum allowed duration of a mapping."
ltmPcpProfileGroup,ltmPcpProfileMapRecycleDelay,"How long to wait before reusing a mapping that was deleted."
ltmPcpProfileGroup,ltmPcpProfileMapLimitPerClient,"Maximum number of mappings allowed per client."
ltmPcpProfileGroup,ltmPcpProfileMapFilterLimit,"Maximum number of filters allowed per mapping."
ltmPcpProfileGroup,ltmPcpProfileThirdPartyOption,"If true, allows a PCP client to create mappings on behalf of another internal host."
ltmPcpProfileGroup,ltmPcpProfileRuleName,"The name of the rule that the specified profile will be using."
ltmPcpPrefixGroup,ltmPcpPrefixNumber,"The number of ltmPcpPrefix entries in the table."
ltmPcpPrefixGroup,ltmPcpPrefixName,"The name of a PCP prefix node."
ltmPcpPrefixGroup,ltmPcpPrefixAddrType,"The IP address type of ltmPcpPrefixAddr."
ltmPcpPrefixGroup,ltmPcpPrefixAddr,"The IP address of a node. It is interpreted within the context of a ltmPcpPrefixAddrType value."
ltmPcpPrefixProfilePcpGroup,ltmPcpPrefixProfilePcpNumber,"The number of ltmPcpPrefixProfilePcp entries in the table."
ltmPcpPrefixProfilePcpGroup,ltmPcpPrefixProfilePcpPcpPrefixName,"The name of a PCP prefix node."
ltmPcpPrefixProfilePcpGroup,ltmPcpPrefixProfilePcpName,"The name of a PCP profile."
ltmPcpPrefixProfilePcpGroup,ltmPcpPrefixProfilePcpPrefixAddressType,"The IP address type of ltmPcpPrefixProfilePcpPrefixAddress."
ltmPcpPrefixProfilePcpGroup,ltmPcpPrefixProfilePcpPrefixAddress,"The IP address of a node. It is interpreted within the context of a ltmPcpPrefixProfilePcpPrefixAddressType value."
ltmPcpProfileStatGroup,ltmPcpProfileStatResetStats,"The action to reset resettable statistics data in ltmPcpProfileStat. Setting this value to 1 will reset statistics data. Note, some statistics data may not be reset including data that are incremental counters."
ltmPcpProfileStatGroup,ltmPcpProfileStatNumber,"The number of ltmPcpProfileStat entries in the table."
ltmPcpProfileStatGroup,ltmPcpProfileStatName,"The name of the PCP profile."
ltmPcpProfileStatGroup,ltmPcpProfileStatPcpAnnounceRequests,"The total number of Announce requests received."
ltmPcpProfileStatGroup,ltmPcpProfileStatPcpAnnounceResponsesUcast,"The total number of unicast Announce responses transmitted."
